Year,Term,TermYear,Course,Course.Title,ACP,CS,HUM,NAT,QR,SBS,Avg.GPA,Student.Enrollment
2018,Fall,2018-fa,AAS 100,Intro Asian American Studies,,US,,,,SS,3.59,2840
2018,Fall,2018-fa,AAS 105,Introduction to Arab American Studies,,US,,,,,NA,NA
2018,Fall,2018-fa,AAS 120,Intro to Asian Am Pop Culture,,US,,,,,3.23,619
2018,Fall,2018-fa,AAS 200,U.S. Race and Empire,,US,HP,,,,3.71,21
2018,Fall,2018-fa,AAS 201,US Racial & Ethnic Politics,,US,,,,SS,3.12,704
2018,Fall,2018-fa,AAS 211,Asian Americans and the Arts,,US,LA,,,,3.76,24
2018,Fall,2018-fa,AAS 215,US Citizenship Comparatively,,US,HP,,,,3.02,87
2018,Fall,2018-fa,AAS 224,Asian Am Historical Sociology,,US,,,,,NA,NA
2018,Fall,2018-fa,AAS 246,Asian American Youth in Film,,US,,,,SS,3.72,123
2018,Fall,2018-fa,AAS 258,Muslims in America,,US,,,,SS,3.81,124
2018,Fall,2018-fa,AAS 260,Intro Asian American Theatre,,US,,,,,NA,NA
2018,Fall,2018-fa,AAS 281,Constructing Race in America,,US,HP,,,,3.1,204
2018,Fall,2018-fa,AAS 283,Asian American History,,US,HP,,,,3.56,207
2018,Fall,2018-fa,AAS 286,Asian American Literature,,US,LA,,,,3.36,246
2018,Fall,2018-fa,AAS 287,Food and Asian Americans,,US,,,,SS,3.82,154
2018,Fall,2018-fa,AAS 288,Global Islam and Feminisms,,NW,,,,,NA,NA
2018,Fall,2018-fa,AAS 297,Asian Families in America,,US,,,,SS,3.69,286
2018,Fall,2018-fa,AAS 300,"Theories of Race, Gender, and Sexuality",ACP,,,,,,NA,NA
2018,Fall,2018-fa,AAS 310,Race and Cultural Diversity,ACP,US,,,,,3.2,389
2018,Fall,2018-fa,AAS 402,Asian American Education,ACP,US,,,,,3.62,386
2018,Fall,2018-fa,ABE 469,Industry-Linked Design Project,ACP,,,,,,3.59,262
2018,Fall,2018-fa,ACE 100,Agr Cons and Resource Econ,,,,,,SS,2.78,2544
2018,Fall,2018-fa,ACE 210,Environmental Economics,,,,,,SS,3.18,1337
2018,Fall,2018-fa,ACE 251,The World Food Economy,,NW,,,,SS,3.21,2122
2018,Fall,2018-fa,ACE 254,Economic Systems in Africa,,NW,,,,SS,2.93,298
2018,Fall,2018-fa,ACE 255,Economics of Food and Environmental Justice,,US,,,,SS,NA,NA
2018,Fall,2018-fa,ACE 261,Applied Statistical Methods,,,,,QR1,,2.78,868
2018,Fall,2018-fa,ACES 102,Intro Sustainable Food Systems,,,,LS,,,3.86,54
2018,Fall,2018-fa,ACES 179,History of Ag in IL Since 1860,,US,HP,,,,2.98,285
2018,Fall,2018-fa,ADV 476,Global Advertising,,WCC,,,,SS,3.54,88
2018,Fall,2018-fa,AE 443,Aerospace Systems Design II,ACP,,,,,,3.6,534
2018,Fall,2018-fa,AFAS 120,Intro to US Armed Forces,,,HP,,,,NA,NA
2018,Fall,2018-fa,AFRO 100,Intro to African American St,,US,,,,SS,3.35,482
2018,Fall,2018-fa,AFRO 101,"Black America, 1619-Present",,US,HP,,,,3.08,403
2018,Fall,2018-fa,AFRO 103,Black Women in the Diaspora,,US,,,,,3.03,335
2018,Fall,2018-fa,AFRO 105,Black Literature in America,,US,LA,,,,3.31,111
2018,Fall,2018-fa,AFRO 106,Hist Arch Americas,,US,HP,,,,3.48,150
2018,Fall,2018-fa,AFRO 132,African American Music,,US,LA,,,,3.62,55
2018,Fall,2018-fa,AFRO 201,US Racial & Ethnic Politics,,US,,,,SS,3.12,704
2018,Fall,2018-fa,AFRO 211,Intro to African-American Film,,US,,,,,NA,NA
2018,Fall,2018-fa,AFRO 212,Intro African American Theat,,US,,,,,3.19,21
2018,Fall,2018-fa,AFRO 215,US Citizenship Comparatively,,US,HP,,,,3.02,87
2018,Fall,2018-fa,AFRO 221,History of the Prison,,WCC,HP,,,,2.84,96
2018,Fall,2018-fa,AFRO 224,Humanist Persp of Afro-Am Exp,,US,LA,,,,NA,NA
2018,Fall,2018-fa,AFRO 228,Hip Hop Music: History and Culture,,US,LA,,,,NA,NA
2018,Fall,2018-fa,AFRO 231,Lang Diff Dis: American Persp,,US,,,,,3.65,75
2018,Fall,2018-fa,AFRO 243,Pan Africanism,,NW,,,,SS,NA,NA
2018,Fall,2018-fa,AFRO 250,Introduction to Health and Wellness in the Black Community,,US,,,,SS,NA,NA
2018,Fall,2018-fa,AFRO 259,Afro-American Literature I,,US,,,,,3.62,254
2018,Fall,2018-fa,AFRO 260,Afro-American Literature II,,US,,,,,3.23,52
2018,Fall,2018-fa,AFRO 261,Intro to the African Diaspora,,US,HP,,,,3.6,161
2018,Fall,2018-fa,AFRO 272,Minority Images in Amer Film,,US,LA,,,,3.59,65
2018,Fall,2018-fa,AFRO 275,Afro-American History to 1877,,US,HP,,,,3.5,137
2018,Fall,2018-fa,AFRO 276,Afro-American Hist Since 1877,,US,HP,,,,3.35,31
2018,Fall,2018-fa,AFRO 281,Constructing Race in America,,US,HP,,,,3.1,204
2018,Fall,2018-fa,AFRO 287,African-American Women,,US,HP,,,,2.85,25
2018,Fall,2018-fa,AFRO 290,Af Am Urban Hist Since 1917,,US,HP,,,,NA,NA
2018,Fall,2018-fa,AFRO 310,Race and Cultural Diversity,ACP,US,,,,,3.2,389
2018,Fall,2018-fa,AFRO 340,Dancing Black Popular Culture,,US,HP,,,,3.06,49
2018,Fall,2018-fa,AFRO 372,Class Politics & Blk Community,ACP,,,,,,3.28,97
2018,Fall,2018-fa,AFRO 400,African Diasporic Lit Americas,,US,,,,,NA,NA
2018,Fall,2018-fa,AFRO 460,Slavery in the United States,ACP,,,,,,NA,NA
2018,Fall,2018-fa,AFRO 474,"Black Freed Move, 1955-Present",ACP,,,,,,NA,NA
2018,Fall,2018-fa,AFST 103,Black Women in the Diaspora,,US,,,,,3.03,335
2018,Fall,2018-fa,AFST 209,Constr Afr and Carib Identity,,NW,,,,,NA,NA
2018,Fall,2018-fa,AFST 210,Intro to Mod African Lit,,NW,LA,,,,3.32,83
2018,Fall,2018-fa,AFST 213,African Muslim Cultures,,NW,HP,,,,NA,NA
2018,Fall,2018-fa,AFST 222,Introduction to Modern Africa,,NW,,,,,3.67,278
2018,Fall,2018-fa,AFST 243,Pan Africanism,,NW,,,,SS,NA,NA
2018,Fall,2018-fa,AFST 254,Economic Systems in Africa,,NW,,,,SS,2.93,298
2018,Fall,2018-fa,AFST 266,African Film and Society,,NW,,,,,3.23,126
2018,Fall,2018-fa,AFST 267,Memoirs of Africa,ACP,NW,,,,,NA,NA
2018,Fall,2018-fa,AGCM 220,Communicating Agriculture,ACP,,,,,,3.39,104
2018,Fall,2018-fa,AGCM 320,Public Information Campaigns,ACP,,,,,,3.39,49
2018,Fall,2018-fa,AGED 230,Leadership Communications,ACP,,,,,SS,3.49,294
2018,Fall,2018-fa,AGED 260,Intro to Leadership Studies,,,,,,SS,3.53,2559
2018,Fall,2018-fa,AGED 340,Leadership Ethics & Pluralism,,US,,,,,3.6,174
2018,Fall,2018-fa,AGED 360,Advanced Leadership Studies,,,,,,SS,3.64,138
2018,Fall,2018-fa,AIS 101,Intro to Amer Indian Studies,,US,HP,,,,3.46,1428
2018,Fall,2018-fa,AIS 102,Contemp Issues in Ind Country,,US,,,,SS,NA,NA
2018,Fall,2018-fa,AIS 140,Native Religious Traditions,,US,HP,,,,3.42,77
2018,Fall,2018-fa,AIS 165,Lang & Culture Native North Am,,NW,,,,,3.54,87
2018,Fall,2018-fa,AIS 265,Intro to American Indian Lit,,US,LA,,,,3.91,24
2018,Fall,2018-fa,AIS 275,Am Indian and Indigenous Film,,US,LA,,,,3.35,26
2018,Fall,2018-fa,AIS 277,Encounters in Native America,,US,HP,,,,3.03,55
2018,Fall,2018-fa,AIS 278,Native American History,,US,HP,,,,2.91,35
2018,Fall,2018-fa,AIS 285,Indigenous Thinkers,,NW,HP,,,,3.66,70
2018,Fall,2018-fa,AIS 288,American Indians of Illinois,,US,HP,,,,3.11,56
2018,Fall,2018-fa,AIS 295,US Citizenship Comparatively,,US,HP,,,,3.02,87
2018,Fall,2018-fa,ANSC 110,Life With Animals and Biotech,,,,LS,,,3.77,508
2018,Fall,2018-fa,ANSC 205,World Animal Resources,ACP,,,,,,3.6,513
2018,Fall,2018-fa,ANSC 207,Companion Animal Biology &Care,,,,LS,,,3.41,2438
2018,Fall,2018-fa,ANSC 250,Companion Animals in Society,,WCC,,,,,3.63,5165
2018,Fall,2018-fa,ANTH 101,Introduction to Anthropology,,WCC,,,,SS,3.17,5035
2018,Fall,2018-fa,ANTH 102,Human Origins and Culture,,,,,,SS,2.92,817
2018,Fall,2018-fa,ANTH 103,Anthro in a Changing World,,NW,,,,SS,3.18,6686
2018,Fall,2018-fa,ANTH 104,Talking Culture,,,,,,SS,3.42,265
2018,Fall,2018-fa,ANTH 105,World Archaeology,,,HP,,,,2.89,764
2018,Fall,2018-fa,ANTH 106,Hist Arch Americas,,US,HP,,,,3.48,150
2018,Fall,2018-fa,ANTH 108,Religion & Society in West I,,WCC,HP,,,,3.73,917
2018,Fall,2018-fa,ANTH 109,Religion & Society in West II,,WCC,HP,,,,3.71,596
2018,Fall,2018-fa,ANTH 130,History of South Asia,,NW,HP,,,,3.46,217
2018,Fall,2018-fa,ANTH 143,Biology of Human Behavior,,,,LS,,,3.5,10687
2018,Fall,2018-fa,ANTH 157,The Archaeology of Illinois,,,HP,,,,3.22,33
2018,Fall,2018-fa,ANTH 160,Contemporary Social Issues,,US,,,,,3.07,156
2018,Fall,2018-fa,ANTH 165,Lang & Culture Native North Am,,NW,,,,,3.54,87
2018,Fall,2018-fa,ANTH 175,Archaeology and Pop Culture,,,HP,,,,3.27,147
2018,Fall,2018-fa,ANTH 180,The Archaeology of Death,,WCC,,,,SS,3.3,2120
2018,Fall,2018-fa,ANTH 182,Latin American Cultures,,NW,,,,SS,3.12,52
2018,Fall,2018-fa,ANTH 209,"Food, Culture, and Society",,,,,,SS,3.72,2584
2018,Fall,2018-fa,ANTH 210,Families in Global Perspective,,NW,,,,SS,3.23,1025
2018,Fall,2018-fa,ANTH 222,Introduction to Modern Africa,,NW,,,,,3.67,278
2018,Fall,2018-fa,ANTH 223,Exploring African Cities,,NW,HP,,,,NA,NA
2018,Fall,2018-fa,ANTH 224,Tourist Cities and Sites,,,,,,SS,NA,NA
2018,Fall,2018-fa,ANTH 225,Women in Prehistory,,,,,,SS,3.35,28
2018,Fall,2018-fa,ANTH 241,Human Biological Variation,,,,LS,,,3.32,22
2018,Fall,2018-fa,ANTH 246,Forensic Science,,,,LS,,,3.47,2314
2018,Fall,2018-fa,ANTH 249,Evolution and Human Disease,,,,LS,,,3.47,147
2018,Fall,2018-fa,ANTH 250,The World Through Museums,,WCC,,,,SS,3.53,288
2018,Fall,2018-fa,ANTH 261,Intro to the African Diaspora,,US,HP,,,,3.6,161
2018,Fall,2018-fa,ANTH 262,Women's Lives,,,,,,SS,2.95,29
2018,Fall,2018-fa,ANTH 266,African Film and Society,,NW,,,,,3.23,126
2018,Fall,2018-fa,ANTH 267,Memoirs of Africa,ACP,NW,,,,,NA,NA
2018,Fall,2018-fa,ANTH 268,Images of the Other,ACP,WCC,HP,,,,3.16,72
2018,Fall,2018-fa,ANTH 271,Language in Culture-ACP,ACP,,,,,,3.03,36
2018,Fall,2018-fa,ANTH 277,"Ancient Cities, Sacred Land",,WCC,,,,SS,3.32,120
2018,Fall,2018-fa,ANTH 285,Intro to Korea Through Film,,NW,,,,,3.43,73
2018,Fall,2018-fa,ANTH 286,Southeast Asian Civilizations,,NW,HP,,,,NA,NA
2018,Fall,2018-fa,ANTH 288,American Indians of Illinois,,US,HP,,,,3.11,56
2018,Fall,2018-fa,ANTH 290,Jewish Cultures of the World,,NW,,,,,NA,NA
2018,Fall,2018-fa,ANTH 362,"Body, Personhood, and Culture",,,,,,SS,3.53,54
2018,Fall,2018-fa,ANTH 376,Aztec Civilization,,NW,,,,,3.04,65
2018,Fall,2018-fa,ANTH 393,The World of Jewish Sepharad,,WCC,HP,,,,3.17,116
2018,Fall,2018-fa,ANTH 414,Writing Ethnography,ACP,,,,,,3.32,21
2018,Fall,2018-fa,ARAB 150,Lang&Culture of Arab World,,NW,,,,,3.41,615
2018,Fall,2018-fa,ARCH 222,Islamic Gardens & Architecture,,NW,HP,,,,2.92,170
2018,Fall,2018-fa,ARCH 314,History of World Landscapes,ACP,WCC,HP,,,,2.69,285
2018,Fall,2018-fa,ART 100,Understanding Visual Culture,,,LA,,,,3.41,992
2018,Fall,2018-fa,ART 102,Drawing for Non-Majors,,,LA,,,,3.69,301
2018,Fall,2018-fa,ART 103,Painting for Non-Majors,,,LA,,,,3.82,121
2018,Fall,2018-fa,ART 104,Sculpture for Non-Majors,,,LA,,,,3.94,21
2018,Fall,2018-fa,ART 105,Visual Design for Non-Majors,,,LA,,,,3.77,527
2018,Fall,2018-fa,ART 140,Introduction to Art,,,LA,,,,3.67,64
2018,Fall,2018-fa,ART 205,Experience & Meaning in Design,,WCC,,,,BSC,3.5,89
2018,Fall,2018-fa,ART 208,Digital Art and Sustainability,,,LA,,,,NA,NA
2018,Fall,2018-fa,ART 221,Visual Culture of Fandoms,,,LA,,,,NA,NA
2018,Fall,2018-fa,ART 240,Learning Through Contemporary Art,,,LA,,,,NA,NA
2018,Fall,2018-fa,ART 280,Exploring Visual Culture,,WCC,LA,,,,NA,NA
2018,Fall,2018-fa,ART 310,Design Thinking,,,LA,,,,3.62,243
2018,Fall,2018-fa,ART 350,Writing with Video,,WCC,LA,,,,3.25,42
2018,Fall,2018-fa,ARTD 209,Chado (The Way of Tea),,NW,,,,,3.46,120
2018,Fall,2018-fa,ARTD 240,eWaste: Sustainable Design,,,LA,,,,NA,NA
2018,Fall,2018-fa,ARTH 110,Introduction to the History of Art and Visual Culture,,WCC,LA,,,,NA,NA
2018,Fall,2018-fa,ARTH 111,Ancient to Medieval Art,,,LA,,,,3.3,223
2018,Fall,2018-fa,ARTH 112,Renaissance to Modern Art,,,LA,,,,3.23,201
2018,Fall,2018-fa,ARTH 113,Introduction to African Art,,NW,,,,,3.24,113
2018,Fall,2018-fa,ARTH 114,Introduction to East Asian Art,,NW,,,,,2.83,128
2018,Fall,2018-fa,ARTH 115,Art in a Global Context,,NW,LA,,,,3.2,237
2018,Fall,2018-fa,ARTH 211,Design History Survey,,,LA,,,,3.46,459
2018,Fall,2018-fa,ARTH 217,Development of Ancient Cities,,WCC,HP,,,,3.5,163
2018,Fall,2018-fa,ARTH 241,"Modern Art, 1880-1940",,,LA,,,,3.26,47
2018,Fall,2018-fa,ARTH 260,Graffiti and Murals,,WCC,LA,,,,3.02,191
2018,Fall,2018-fa,ASST 104,Asian Mythology,,NW,HP,,,,3.23,2304
2018,Fall,2018-fa,ASST 208,Cultures & Literatures of South Asia,,NW,LA,,,,NA,NA
2018,Fall,2018-fa,ASST 218,S Asian Cultural Landscapes,,NW,LA,,,,3.24,225
2018,Fall,2018-fa,ASST 286,Southeast Asian Civilizations,,NW,HP,,,,NA,NA
2018,Fall,2018-fa,ASTR 100,Introduction to Astronomy,,,,PS,,,3.07,6824
2018,Fall,2018-fa,ASTR 121,Solar System and Worlds Beyond,,,,PS,QR2,,3.08,136
2018,Fall,2018-fa,ASTR 122,Stars and Galaxies,,,,PS,QR2,,3.18,2391
2018,Fall,2018-fa,ASTR 150,Killer Skies: Astro-Disasters,,,,PS,,,3.43,1625
2018,Fall,2018-fa,ASTR 210,Introduction to Astrophysics,,,,PS,,,2.95,635
2018,Fall,2018-fa,ASTR 401,Scientific Writing for Astronomy,ACP,,,,,,NA,NA
2018,Fall,2018-fa,ASTR 490,Senior Thesis,ACP,,,,,,3.85,43
2018,Fall,2018-fa,ATMS 100,Introduction to Meteorology,,,,PS,,,3.35,7627
2018,Fall,2018-fa,ATMS 120,Severe and Hazardous Weather,,,,PS,QR2,,3.8,12085
2018,Fall,2018-fa,ATMS 140,Climate and Global Change,,,,PS,,,3.31,1173
2018,Fall,2018-fa,ATMS 322,Soc Impacts Weather & Climate,,,,,,SS,3.23,176
2018,Fall,2018-fa,BCS 115,South Slavic Cultures,,NW,,,,SS,3.72,288
2018,Fall,2018-fa,BCS 215,Yugoslavia and After,,WCC,,,,,NA,NA
2018,Fall,2018-fa,BIOC 460,Biochemistry Senior Seminar,ACP,,,,,,3.38,99
2018,Fall,2018-fa,BTW 250,Principles Bus Comm,ACP,,,,,,3.56,8685
2018,Fall,2018-fa,BTW 261,Principles Tech Comm,ACP,,,,,,3.64,990
2018,Fall,2018-fa,BTW 263,Writing in the Disciplines,ACP,,,,,,NA,NA
2018,Fall,2018-fa,CHBE 101,Hidden World of Engineering,,,,PS,,,3.23,350
2018,Fall,2018-fa,CHBE 430,Unit Operations Laboratory,ACP,,,,,,3.06,1029
2018,Fall,2018-fa,CHBE 431,Process Design,ACP,,,,,,3.01,1055
2018,Fall,2018-fa,CHEM 101,Introductory Chemistry,,,,PS,,,2.72,6759
2018,Fall,2018-fa,CHEM 102,General Chemistry I,,,,PS,,,2.45,26145
2018,Fall,2018-fa,CHEM 103,General Chemistry Lab I,,,,PS,,,3.52,26212
2018,Fall,2018-fa,CHEM 104,General Chemistry II,,,,PS,,,2.61,14465
2018,Fall,2018-fa,CHEM 105,General Chemistry Lab II,,,,PS,,,3.51,14492
2018,Fall,2018-fa,CHEM 108,"Chemistry, Everyday Phenomena",,,,PS,,,3.71,222
2018,Fall,2018-fa,CHEM 202,Accelerated Chemistry I,,,,PS,,,2.68,2386
2018,Fall,2018-fa,CHEM 204,Accelerated Chemistry II,,,,PS,,,2.69,1435
2018,Fall,2018-fa,CHEM 317,Inorganic Chemistry Lab,ACP,,,,,,3.29,303
2018,Fall,2018-fa,CHEM 437,Organic Chemistry Lab,ACP,,,,,,3.18,127
2018,Fall,2018-fa,CHLH 100,Contemporary Health,,,,,,SS,3.46,5512
2018,Fall,2018-fa,CHLH 101,Introduction to Public Health,,,,,,SS,3.34,6559
2018,Fall,2018-fa,CHLH 244,Health Statistics,,,,,QR1,,2.94,695
2018,Fall,2018-fa,CHLH 260,Introduction to Medical Ethics,,,HP,,,,3.59,2504
2018,Fall,2018-fa,CHLH 274,Introduction to Epidemiology,,,,,QR1,,3.14,2823
2018,Fall,2018-fa,CHLH 304,Foundations of Health Behavior,ACP,,,,,BSC,3.62,2195
2018,Fall,2018-fa,CHLH 330,Disability in American Society,,,,,,SS,3.6,1549
2018,Fall,2018-fa,CHLH 421,Health Data Analysis,,,,,QR2,,3.57,1822
2018,Fall,2018-fa,CHP 396,Interdisciplinary Seminar ACP,ACP,,,,,,NA,NA
2018,Fall,2018-fa,CLCV 114,Introduction to Greek Culture,,WCC,LA,,,,3.21,1976
2018,Fall,2018-fa,CLCV 115,Mythology of Greece and Rome,,WCC,LA,,,,3.36,8661
2018,Fall,2018-fa,CLCV 116,The Roman Achievement,,WCC,HP,,,,3.29,1411
2018,Fall,2018-fa,CLCV 120,The Classical Tradition,,WCC,LA,,,,3.59,321
2018,Fall,2018-fa,CLCV 131,"Classical Archaeology, Greece",,WCC,HP,,,,3.35,210
2018,Fall,2018-fa,CLCV 132,"Class Archaeology, Rome-Italy",,WCC,HP,,,,3.01,264
2018,Fall,2018-fa,CLCV 160,Ancient Greek & Roman Religion,,WCC,HP,,,,3.31,211
2018,Fall,2018-fa,CLCV 203,Ancient Philosophy,,,HP,,,,3.07,1080
2018,Fall,2018-fa,CLCV 220,Origins of Western Literature,,WCC,LA,,,,3.43,124
2018,Fall,2018-fa,CLCV 221,The Heroic Tradition,,WCC,LA,,,,3.51,26
2018,Fall,2018-fa,CLCV 222,The Tragic Spirit,,WCC,LA,,,,3.67,57
2018,Fall,2018-fa,CLCV 223,"Myth,History,Fiction,Tradition",,WCC,,,,,NA,NA
2018,Fall,2018-fa,CLCV 224,American Race and Ethnicity in the Classical Tradition,,US,LA,,,,NA,NA
2018,Fall,2018-fa,CLCV 225,"Greco-Roman Demo, Econ, Cult",,WCC,HP,,,,3.69,135
2018,Fall,2018-fa,CLCV 231,Development of Ancient Cities,,WCC,HP,,,,3.5,163
2018,Fall,2018-fa,CLCV 240,Sex & Gender in Antiquity,,WCC,LA,,,,3.35,328
2018,Fall,2018-fa,CLCV 323,The Comic Imagination,ACP,WCC,LA,,,,3.32,26
2018,Fall,2018-fa,CMN 102,Intro to Comm Theory & Res,,,,,,BSC,3.12,5379
2018,Fall,2018-fa,CMN 210,Public Comm in Everyday Life,,WCC,HP,,,,2.64,42
2018,Fall,2018-fa,CMN 220,Communicating Public Policy,ACP,,,,,,3.32,610
2018,Fall,2018-fa,CMN 230,Intro to Interpersonal Comm,,,,,,SS,3.21,3283
2018,Fall,2018-fa,CMN 231,Communication and Conflict,,,,,,BSC,NA,NA
2018,Fall,2018-fa,CMN 232,Intro to Intercultural Comm,,NW,,,,SS,3.48,697
2018,Fall,2018-fa,CMN 250,Social Movement Communication,,US,,,,,2.9,119
2018,Fall,2018-fa,CMN 260,Intro to Health Communication,,WCC,,,,BSC,3.19,1559
2018,Fall,2018-fa,CMN 275,"Media, Money and Power",,WCC,HP,,,,3.04,1541
2018,Fall,2018-fa,CMN 277,Intro to Mediated Comm,,,,,,SS,2.83,1431
2018,Fall,2018-fa,CMN 280,Comm Technology & Society,,,,,,SS,3.31,454
2018,Fall,2018-fa,CPSC 112,Introduction to Crop Sciences,,,,LS,,,3.08,1283
2018,Fall,2018-fa,CPSC 113,"Environment, Agric, & Society",,WCC,,LS,,,3.38,616
2018,Fall,2018-fa,CPSC 116,The Global Food Production Web,,NW,,,,,3.83,1337
2018,Fall,2018-fa,CPSC 131,Agriculture in Mythology,,NW,,,,,3.53,1274
2018,Fall,2018-fa,CPSC 241,Intro to Applied Statistics,,,,,QR1,,2.7,248
2018,Fall,2018-fa,CPSC 261,Biotechnology in Agriculture,,,,LS,,,3.32,218
2018,Fall,2018-fa,CPSC 270,Applied Entomology,,,,LS,,,3.12,357
2018,Fall,2018-fa,CS 101,Intro Computing: Engrg & Sci,,,,,QR2,,3.19,9326
2018,Fall,2018-fa,CS 102,Little Bits to Big Ideas,,,,,QR1,,2.92,534
2018,Fall,2018-fa,CS 105,Intro Computing: Non-Tech,,,,,QR1,,3.28,10716
2018,Fall,2018-fa,CS 125,Intro to Computer Science,,,,,QR1,,3.29,6754
2018,Fall,2018-fa,CS 225,Data Structures,,,,,QR2,,3.02,7954
2018,Fall,2018-fa,CS 429,"Software Engineering II, ACP",ACP,,,,,,3.41,586
2018,Fall,2018-fa,CS 493,"Senior Project II, ACP",ACP,,,,,,3.63,373
2018,Fall,2018-fa,CS 499,Senior Thesis,ACP,,,,,,3.85,43
2018,Fall,2018-fa,CW 100,Intro to Creative Writing,,,LA,,,,3.54,142
2018,Fall,2018-fa,CW 243,Inter Expository Writing,ACP,,,,,,3.22,201
2018,Fall,2018-fa,CWL 111,Bible as Literature,,,LA,,,,2.9,436
2018,Fall,2018-fa,CWL 114,Global Consciousness and Lit,,NW,LA,,,,3.3,593
2018,Fall,2018-fa,CWL 117,Russ & E Euro Science Fiction,,,LA,,,,3.69,116
2018,Fall,2018-fa,CWL 151,Cross-Cultural Thematics,,,LA,,,,3.88,62
2018,Fall,2018-fa,CWL 189,Lit of Asia & Africa I,,NW,LA,,,,3.48,66
2018,Fall,2018-fa,CWL 190,Lit of Asia & Africa II,,NW,LA,,,,3.14,24
2018,Fall,2018-fa,CWL 201,Comparative Lit Studies,,,LA,,,,NA,NA
2018,Fall,2018-fa,CWL 202,Literature and Ideas,,WCC,LA,,,,NA,NA
2018,Fall,2018-fa,CWL 205,Islam & West Through Lit,,,LA,,,,NA,NA
2018,Fall,2018-fa,CWL 207,Indian Cinema in Context,,NW,LA,,,,3.87,876
2018,Fall,2018-fa,CWL 208,Cultures & Literatures of South Asia,,NW,LA,,,,NA,NA
2018,Fall,2018-fa,CWL 209,Jewish American and US Minority Literatures in Dialogue,,US,LA,,,,NA,NA
2018,Fall,2018-fa,CWL 210,Intro to Mod African Lit,,NW,LA,,,,3.32,83
2018,Fall,2018-fa,CWL 215,"Madness, Myth, and Murder",,,LA,,,,3.1,130
2018,Fall,2018-fa,CWL 216,Legends of King Arthur,,WCC,LA,,,,3.27,32
2018,Fall,2018-fa,CWL 220,Origins of Western Literature,,WCC,LA,,,,3.43,124
2018,Fall,2018-fa,CWL 221,Jewish Storytelling,,WCC,LA,,,,3.53,132
2018,Fall,2018-fa,CWL 223,The Qur'an (Koran),,NW,LA,,,,3.18,28
2018,Fall,2018-fa,CWL 225,Constr Afr and Carib Identity,,NW,,,,,NA,NA
2018,Fall,2018-fa,CWL 226,Humanist Persp of Afro-Am Exp,,US,LA,,,,NA,NA
2018,Fall,2018-fa,CWL 227,Golden Age of Russian Lit,,,LA,,,,2.8,23
2018,Fall,2018-fa,CWL 240,Italy Middle Ages & Renaiss,,,LA,,,,3.49,83
2018,Fall,2018-fa,CWL 241,Early Masterpieces of Western Culture,ACP,WCC,LA,,,,NA,NA
2018,Fall,2018-fa,CWL 242,Modern Masterpieces of Western Culture,,WCC,LA,,,,NA,NA
2018,Fall,2018-fa,CWL 249,Russian Lit and Revolution,,,LA,,,,2.95,44
2018,Fall,2018-fa,CWL 250,Grimms' Fairy Tales - ACP,ACP,WCC,LA,,,,3.72,120
2018,Fall,2018-fa,CWL 251,Viking Mythology,,WCC,HP,,,,3.2,880
2018,Fall,2018-fa,CWL 252,Viking Sagas in Translation,,WCC,LA,,,,3.17,197
2018,Fall,2018-fa,CWL 253,Medieval Lit and Culture,,WCC,LA,,,,3.31,410
2018,Fall,2018-fa,CWL 254,Grimm's Fairy Tales in Context,,WCC,LA,,,,3.55,291
2018,Fall,2018-fa,CWL 255,Renaissance Lit and Culture,,WCC,LA,,,,3.35,298
2018,Fall,2018-fa,CWL 257,Enlightenment Lit and Culture,,WCC,LA,,,,3.34,241
2018,Fall,2018-fa,CWL 259,Afro-American Literature I,,US,,,,,3.62,254
2018,Fall,2018-fa,CWL 260,Afro-American Literature II,,US,,,,,3.23,52
2018,Fall,2018-fa,CWL 262,Sex & Gender in Antiquity,,WCC,LA,,,,3.35,328
2018,Fall,2018-fa,CWL 263,The Heroic Tradition,,WCC,LA,,,,3.51,26
2018,Fall,2018-fa,CWL 264,The Tragic Spirit,,WCC,LA,,,,3.67,57
2018,Fall,2018-fa,CWL 266,Modern Drama II,,,LA,,,,NA,NA
2018,Fall,2018-fa,CWL 267,The Short Story,,,LA,,,,3.44,535
2018,Fall,2018-fa,CWL 269,"Brit, Amer & Contin Fiction",,,LA,,,,3.5,45
2018,Fall,2018-fa,CWL 271,The Holocaust in Context - ACP,ACP,WCC,LA,,,,3.47,122
2018,Fall,2018-fa,CWL 272,Sexuality and Literature,,,LA,,,,3.58,149
2018,Fall,2018-fa,CWL 273,The Holocaust in Context,,WCC,LA,,,,3.41,21
2018,Fall,2018-fa,CWL 275,Masterpieces of East Asian Lit,,NW,LA,,,,3.37,1053
2018,Fall,2018-fa,CWL 276,Asian Film Genres,,NW,LA,,,,3.5,30
2018,Fall,2018-fa,CWL 282,Arctic Narratives,,WCC,LA,,,,3.35,24
2018,Fall,2018-fa,CWL 283,Jewish Sacred Literature,,,LA,,,,NA,NA
2018,Fall,2018-fa,CWL 284,Modern Jewish Literature,,,LA,,,,NA,NA
2018,Fall,2018-fa,CWL 307,Classical Chinese Lit,,NW,LA,,,,3.14,29
2018,Fall,2018-fa,CWL 308,Chinese Popular Lit,,NW,LA,,,,3.61,104
2018,Fall,2018-fa,CWL 311,Japan Lit in Translation I,,NW,LA,,,,3.33,155
