Year,Term,TermYear,Course,Course.Title,ACP,CS,HUM,NAT,QR,SBS,Avg.GPA,Student.Enrollment
2018,Fall,2018-fa,REL 223,The Qur'an (Koran),,NW,LA,,,,3.18,28
2018,Fall,2018-fa,REL 224,Chinese Thght Confucius to Mao,,NW,HP,,,,2.81,172
2018,Fall,2018-fa,REL 230,Philosophy of Religion Intro,,,HP,,,,3.27,169
2018,Fall,2018-fa,REL 231,Religion and Philosophy,,,HP,,,,3.11,74
2018,Fall,2018-fa,REL 235,History of Religion in America,,,HP,,,,3.19,56
2018,Fall,2018-fa,REL 236,"Religion, Violence & America",,WCC,,,,,3.02,68
2018,Fall,2018-fa,REL 251,Viking Mythology,,WCC,HP,,,,3.2,880
2018,Fall,2018-fa,REL 258,Muslims in America,,US,,,,SS,3.81,124
2018,Fall,2018-fa,REL 260,Mystics and Saints in Islam,,NW,LA,,,,3.08,24
2018,Fall,2018-fa,REL 269,Jewish History Since 1700,,WCC,HP,,,,3.53,141
2018,Fall,2018-fa,REL 270,"Religion, Ethics, Environment",,WCC,HP,,,,3.08,130
2018,Fall,2018-fa,REL 283,Jewish Sacred Literature,,,LA,,,,NA,NA
2018,Fall,2018-fa,REL 284,Modern Jewish Literature,,,LA,,,,NA,NA
2018,Fall,2018-fa,REL 286,Introduction to Hinduism,,NW,HP,,,,3.4,252
2018,Fall,2018-fa,REL 287,Introduction to Buddhism,,NW,HP,,,,3.46,212
2018,Fall,2018-fa,REL 320,Lit Responses to the Holocaust,,WCC,LA,,,,3.44,165
2018,Fall,2018-fa,REL 393,The World of Jewish Sepharad,,WCC,HP,,,,3.17,116
2018,Fall,2018-fa,RHET 233,Adv Rhetoric & Composition,ACP,,,,,,3.44,393
2018,Fall,2018-fa,RSOC 110,Intro to Rural Society,,,,,,SS,3.55,122
2018,Fall,2018-fa,RSOC 270,Population Issues,,,,,,SS,3.05,318
2018,Fall,2018-fa,RST 100,"Recreation, Sport, and Tourism in Modern Society",,,,,,SS,NA,NA
2018,Fall,2018-fa,RST 224,Politics of the National Parks,,,,,,SS,3.43,138
2018,Fall,2018-fa,RST 225,Environmental Politics & Policy,,,,,,SS,NA,NA
2018,Fall,2018-fa,RST 230,"Diversity in Recreation, Sport, and Tourism",,US,,,,,NA,NA
2018,Fall,2018-fa,RST 242,Nature and American Culture,,WCC,,,,,3.44,2802
2018,Fall,2018-fa,RST 335,Leisure and Consumer Culture,,WCC,,,,SS,3.47,1451
2018,Fall,2018-fa,RST 370,Research Methods & Analysis,,,,,QR2,,3.34,822
2018,Fall,2018-fa,RST 410,Administration of Leisure Serv,ACP,,,,,,3.17,756
2018,Fall,2018-fa,RUSS 115,Intro to Russian Culture,,WCC,LA,,,,3.63,25
2018,Fall,2018-fa,RUSS 220,Golden Age of Russian Lit,,,LA,,,,2.8,23
2018,Fall,2018-fa,RUSS 225,Russian Lit and Revolution,,,LA,,,,2.95,44
2018,Fall,2018-fa,RUSS 260,Medicine & Russian Literature,,,LA,,,,NA,NA
2018,Fall,2018-fa,RUSS 261,Intro Russian-Jewish Culture,,WCC,HP,,,,NA,NA
2018,Fall,2018-fa,SAME 150,Lang&Culture of Arab World,,NW,,,,,3.41,615
2018,Fall,2018-fa,SAME 152,The New Middle East,,NW,,,,SS,3.15,290
2018,Fall,2018-fa,SAME 208,Cultures & Literatures of South Asia,,NW,LA,,,,NA,NA
2018,Fall,2018-fa,SAME 213,Intro to Islam - ACP,ACP,NW,HP,,,,3,48
2018,Fall,2018-fa,SAME 214,Introduction to Islam,,NW,HP,,,,3.24,354
2018,Fall,2018-fa,SAME 223,The Qur'an (Koran),,NW,LA,,,,3.18,28
2018,Fall,2018-fa,SAME 260,Mystics and Saints in Islam,,NW,LA,,,,3.08,24
2018,Fall,2018-fa,SCAN 215,"Madness, Myth, and Murder",,,LA,,,,3.1,130
2018,Fall,2018-fa,SCAN 225,Vikings to Volvos: Scandinavia,,WCC,LA,,,,3.54,31
2018,Fall,2018-fa,SCAN 240,Arctic Narratives,,WCC,LA,,,,3.35,24
2018,Fall,2018-fa,SCAN 251,Viking Mythology,,WCC,HP,,,,3.2,880
2018,Fall,2018-fa,SCAN 252,Viking Sagas in Translation,,WCC,LA,,,,3.17,197
2018,Fall,2018-fa,SE 494,Senior Engineering Project I,ACP,,,,,,3.89,158
2018,Fall,2018-fa,SE 495,Senior Engineering Project II,ACP,,,,,,3.89,962
2018,Fall,2018-fa,SHS 120,"Child, Comm, & Lang Ability",,,,,,BSC,3.5,11175
2018,Fall,2018-fa,SHS 222,Language & Culture of Deaf Communities,,US,,,,SS,NA,NA
2018,Fall,2018-fa,SHS 231,Lang Diff Dis: American Persp,,US,,,,,3.65,75
2018,Fall,2018-fa,SHS 270,Comm Disability in the Media,ACP,,,,,SS,3.4,1125
2018,Fall,2018-fa,SHS 271,Communication and Aging,,,,,,SS,3.66,344
2018,Fall,2018-fa,SLAV 117,Russ & E Euro Science Fiction,,,LA,,,,3.69,116
2018,Fall,2018-fa,SLAV 120,Russian & E Euro Folktales,,WCC,LA,,,,3.48,102
2018,Fall,2018-fa,SLCL 200,Topics in Global Culture,,WCC,HP,,,,NA,NA
2018,Fall,2018-fa,SOC 100,Introduction to Sociology,,,,,,SS,3.35,8847
2018,Fall,2018-fa,SOC 101,Sociology of Gender,,,,,,SS,2.64,186
2018,Fall,2018-fa,SOC 108,Religion & Society in West I,,WCC,HP,,,,3.73,917
2018,Fall,2018-fa,SOC 109,Religion & Society in West II,,WCC,HP,,,,3.71,596
2018,Fall,2018-fa,SOC 122,Africa in World Perspective,,NW,,,,SS,3.39,125
2018,Fall,2018-fa,SOC 130,Intro Gender & Women's Studies,,,,,,SS,3.09,1981
2018,Fall,2018-fa,SOC 160,Global Ineq and Social Change,,NW,,,,SS,3.47,605
2018,Fall,2018-fa,SOC 161,Introduction to Poverty,,WCC,,,,SS,2.96,45
2018,Fall,2018-fa,SOC 162,Intro to Intl Health Policy,,WCC,,,,SS,3.38,848
2018,Fall,2018-fa,SOC 179,Social Organization,,,,,,SS,3.56,27
2018,Fall,2018-fa,SOC 201,"Race, Gender & Power",,WCC,,,,,3.45,222
2018,Fall,2018-fa,SOC 202,Sexualities,,WCC,,,,,3.48,408
2018,Fall,2018-fa,SOC 221,Mexican & Latin Am Migration,,,,,,SS,3.2,144
2018,Fall,2018-fa,SOC 222,Introduction to Modern Africa,,NW,,,,,3.67,278
2018,Fall,2018-fa,SOC 224,Asian Am Historical Sociology,,US,,,,,NA,NA
2018,Fall,2018-fa,SOC 225,Race and Ethnicity,,US,,,,SS,3.57,226
2018,Fall,2018-fa,SOC 227,Latina/Latinos in the Contemporary United States,,US,,,,,NA,NA
2018,Fall,2018-fa,SOC 261,Gender in a Transnational Perspective,,,,,,SS,NA,NA
2018,Fall,2018-fa,SOC 270,Population Issues,,,,,,SS,3.05,318
2018,Fall,2018-fa,SOC 273,Social Perspectives on the Family,,,,,,SS,NA,NA
2018,Fall,2018-fa,SOC 280,Intro to Social Statistics,,,,,QR1,,2.92,378
2018,Fall,2018-fa,SOC 350,Technology and Society,,,,,,SS,3.53,678
2018,Fall,2018-fa,SOC 366,Postsocialism Eastern Europe,,WCC,,,,SS,NA,NA
2018,Fall,2018-fa,SOC 373,Social Stratification,,,,,,SS,3.3,368
2018,Fall,2018-fa,SOC 380,Social Research Methods,,,,,QR2,,3.4,687
2018,Fall,2018-fa,SOC 392,Chicanas&Latinas: Self&Society,ACP,,,,,,3.63,120
2018,Fall,2018-fa,SOC 477,Law and Society- ACP,ACP,,,,,,NA,NA
2018,Fall,2018-fa,SOC 488,Demographic Methods,,,,,QR2,,2.84,27
2018,Fall,2018-fa,SOCW 200,Introduction to Social Work,,,,,,SS,3.11,1890
2018,Fall,2018-fa,SOCW 225,Intro Stat for Social Work,,,,,QR1,,2.94,110
2018,Fall,2018-fa,SOCW 240,Death & Dying,,,,,,SS,3.47,244
2018,Fall,2018-fa,SOCW 297,Asian Families in America,,US,,,,SS,3.69,286
2018,Fall,2018-fa,SOCW 300,Diversity: Identities & Issues,ACP,US,,,,,3.4,1191
2018,Fall,2018-fa,SPAN 242,Intro to Latina/o Literature,,US,LA,,,,3.21,354
2018,Fall,2018-fa,SPAN 246,Gender & Sexuality in Latina/o Literature,,US,LA,,,,NA,NA
2018,Fall,2018-fa,SPED 117,The Culture of Disability,,,HP,,,,3.73,5121
2018,Fall,2018-fa,SPED 322,Intro Intellectual Disability,,,,,,BSC,3.4,1414
2018,Fall,2018-fa,STAT 100,Statistics,,,,,QR1,,3.39,23474
2018,Fall,2018-fa,STAT 200,Statistical Analysis,,,,,QR1,,3.45,2971
2018,Fall,2018-fa,STAT 212,Biostatistics,,,,,QR1,,3.42,1307
2018,Fall,2018-fa,THEA 101,Introduction to Theatre Arts,,,LA,,,,3.66,14717
2018,Fall,2018-fa,THEA 102,Text to Stage,,,LA,,,,3.79,294
2018,Fall,2018-fa,THEA 110,Broadway Musicals,,WCC,LA,,,,3.7,409
2018,Fall,2018-fa,THEA 210,The Tragic Spirit,,WCC,LA,,,,3.67,57
2018,Fall,2018-fa,THEA 260,Intro Asian American Theatre,,US,,,,,NA,NA
2018,Fall,2018-fa,THEA 262,Literature of Modern Theatre,ACP,,LA,,,,3.5,286
2018,Fall,2018-fa,THEA 263,Intro African American Theat,,US,,,,,3.19,21
2018,Fall,2018-fa,THEA 323,The Comic Imagination,ACP,WCC,LA,,,,3.32,26
2018,Fall,2018-fa,TRST 201,Intro to Translation Studies,,,LA,,,,3.37,26
2018,Fall,2018-fa,TSM 311,Humanity in the Food Web,ACP,,HP,,,,3.5,1013
2018,Fall,2018-fa,UKR 113,Ukrainian Culture,,WCC,LA,,,,3.84,271
2018,Fall,2018-fa,UP 116,Urban Informatics I,,,,,QR1,,3.5,53
2018,Fall,2018-fa,UP 185,Cities in a Global Perspective,,WCC,,,,SS,3.21,287
2018,Fall,2018-fa,UP 205,Ecology & Environmental Sustainability,,,,LS,,,NA,NA
2018,Fall,2018-fa,UP 210,Environmental Economics,,,,,,SS,3.18,1337
2018,Fall,2018-fa,UP 260,Social Inequality and Planning,,,,,,SS,3.45,451
2018,Fall,2018-fa,UP 312,Communication for Planners,ACP,,,,,,3.3,329
2018,Fall,2018-fa,UP 316,Urban Informatics II,,,,,QR2,,3.32,66
2018,Fall,2018-fa,WRIT 303,Writing Across Media,ACP,,,,,,NA,NA
2018,Fall,2018-fa,YDSH 220,Jewish Storytelling,,WCC,LA,,,,3.53,132
2018,Fall,2018-fa,YDSH 320,Lit Responses to the Holocaust,,WCC,LA,,,,3.44,165
